Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2019-01-02,36.94446559968314,37.88900903303251,36.78704108753549,37.66718292236328,148158800
2019-01-03,34.342206921445,34.75723422012453,33.86993698814538,33.91525650024414,365248800
2019-01-04,34.47338296901042,35.43223682628628,34.29926394532161,35.36306381225586,234428400
2019-01-07,35.46802473744808,35.499033590805276,34.800166098962414,35.28436279296875,219111200
2019-01-08,35.67315290682018,36.21221198181423,35.42509299692517,35.956993103027344,164101200
2019-01-09,36.085795047293445,36.85860342436368,35.6898534519375,36.56760787963867,180396400
2019-01-10,36.374408734337045,36.72503447362774,35.98323491057878,36.684486389160156,143122800
2019-01-11,36.46504791943128,36.66063301234364,36.13827206637975,36.324317932128906,108092800
2019-01-14,35.98084307721351,36.0810213178373,35.59205323610921,35.778099060058594,129756800
2019-01-15,35.84250960344726,36.586693084987196,35.790034753898944,36.51036834716797,114843600
2019-01-16,36.51273428501987,37.180592700248454,36.493652200066414,36.956382751464844,122278800
2019-01-17,36.77988566528837,37.605168764223066,36.55567565877573,37.17583084106445,119284800
2019-01-18,37.56700416186809,37.657643177830934,37.204451737553185,37.40481185913086,135004000
2019-01-22,37.307011533190845,37.38333624002548,36.403016333486455,36.56521224975586,121576000
2019-01-23,36.767955347001276,37.00409209177719,36.183580504575076,36.713096618652344,92522400
2019-01-24,36.758422734255575,36.846674222629616,36.19312987817438,36.4221076965332,101766000
2019-01-25,37.08519007898912,37.71727199264311,36.8085088877834,37.6290168762207,134142000
2019-01-28,37.1591291211258,37.28793230561794,36.65108262984457,37.28077697753906,104768400
2019-01-29,37.268850186364794,37.7172701564587,36.75841615979378,36.894371032714844,166348800
2019-01-30,38.93850500825314,39.63021359546392,38.21817146161812,39.41554641723633,244439200
2019-01-31,39.62066671326708,40.30999127047661,39.25095896483175,39.699378967285156,162958400
2019-02-01,39.82339827812812,40.30520723700507,39.577718728407824,39.718448638916016,130672400
2019-02-04,39.93074966548283,40.944462599990764,39.8997408110696,40.8466682434082,125982000
2019-02-05,41.23068302109854,41.76019919785471,41.109038790046775,41.545528411865234,144406400
2019-02-06,41.65762803699635,41.877070227096375,41.22829379954388,41.559837341308594,112958400
2019-02-07,41.120962293716275,41.4882861658143,40.62961029295609,40.77272415161133,126966800
2019-02-08,40.480473835526816,40.880511204518456,40.34393223055581,40.82062530517578,95280000
2019-02-11,40.973935789221976,41.012263644587904,40.54275655421891,40.585872650146484,83973600
2019-02-12,40.746370064007905,40.96195785381189,40.650550425648554,40.93560791015625,89134000
2019-02-13,41.05537900777508,41.316480664397695,40.70324961006937,40.76552963256836,89960800
2019-02-14,40.652956967864775,41.02424672424616,40.573907119850794,40.914058685302734,87342800
2019-02-15,41.02183873357063,41.12963261527218,40.66252335780213,40.82301712036133,98507200
2019-02-19,40.652946779860834,41.06735619273422,40.60024689439193,40.945186614990234,75891200
2019-02-20,41.00747866611334,41.517707818195674,40.95957066639744,41.20869445800781,104457600
2019-02-21,41.153597223916066,41.290135195189876,40.79428177141705,40.97633361816406,68998800
2019-02-22,41.10089528891515,41.44104679508973,41.052987295325664,41.433860778808594,75652800
2019-02-25,41.718928728112225,42.128546379352585,41.66862294639412,41.735694885253906,87493600
2019-02-26,41.6111200640111,41.991993508027974,41.48176447406314,41.75963592529297,68280800
2019-02-27,41.491360229083405,41.9201417853665,41.3763766370525,41.888999938964844,111341600
2019-02-28,41.75724756718137,41.89857743242861,41.42188429023783,41.47697830200195,112861600
2019-03-01,41.747662921340286,41.95606470668543,41.41469742681215,41.91294860839844,103544800
2019-03-04,42.08542473250484,42.57888406995493,41.67340935935998,42.12375259399414,109744800
2019-03-05,42.145310025383104,42.15968205944365,41.80994672500447,42.047096252441406,78949600
2019-03-06,41.84108297341277,42.03751049302754,41.666217157151316,41.805152893066406,83241600
2019-03-07,41.64944354333794,41.78598514646697,41.206290087267504,41.32126998901367,99185600
2019-03-08,40.79907367665731,41.45781867305242,40.602646141444055,41.419490814208984,95997600
2019-03-11,42.03751758258375,42.90705856992178,42.00398161688953,42.8543586730957,128044000
2019-03-12,43.11785274066941,43.75743378437187,42.96693908643046,43.335838317871094,129870400
2019-03-13,43.65682922421182,43.908350782047165,43.33823573830651,43.5274772644043,124130000
2019-03-14,44.05208215624026,44.09999381729965,43.73109449596309,44.01136016845703,94318000
2019-03-15,44.279636928085765,44.87370404614222,44.01374337983889,44.58385467529297,156171600
2019-03-18,44.507210460004316,45.127627630121516,44.50481268423462,45.038997650146484,104879200
2019-03-19,45.11804668584386,45.27135447137798,44.53595373184279,44.68207550048828,126585600
2019-03-20,44.610203971931234,45.39111845365516,44.25088856897222,45.07252502441406,124140800
2019-03-21,45.51808622135935,47.02960609542907,45.46778044568341,46.73257064819336,204136800
2019-03-22,46.792449161113716,47.35537812184152,45.70013085490152,45.764808654785156,169630800
2019-03-25,45.87499712059471,45.9875829138425,44.69884073019582,45.211463928222656,175381200
2019-03-26,45.91093032900251,46.20317383299277,44.21496108876492,44.74435043334961,199202000
2019-03-27,45.21385383599008,45.45579155258469,44.68685865475858,45.14678192138672,119393600
2019-03-28,45.261766678115514,45.407888433845436,44.92161517325066,45.20667266845703,83121600
2019-03-29,45.472568189610115,45.53245409772658,45.16355485684754,45.501312255859375,94256000
2019-04-01,45.90613396820559,45.91571410365168,45.12522317169622,45.81031799316406,111448000
2019-04-02,45.774392569397584,46.58165710898199,45.76481243221266,46.47625732421875,91062800
2019-04-03,46.29181386008062,47.07033078140151,46.26785803121223,46.794857025146484,93087200
2019-04-04,46.660701723928206,47.03918109506206,46.26545619949787,46.87629318237305,76457200
2019-04-05,47.05835568186795,47.21406126853378,46.933791943564586,47.19010543823242,74106400
2019-04-08,47.05116706345698,47.9638278582431,47.032003131304315,47.93268966674805,103526800
2019-04-09,47.98537556497254,48.59142057877384,47.724270263832075,47.78894805908203,143072800
2019-04-10,47.59252055034829,48.08598343518573,47.472748750708625,48.05723571777344,86781200
2019-04-11,48.1123426080529,48.14827269278017,47.53504154579498,47.65720748901367,83603200
2019-04-12,47.71709611068448,47.94226773482117,47.00086291003463,47.63804626464844,111042800
2019-04-15,47.568579397510554,47.87280086247525,47.43203775983683,47.724281311035156,70146400
2019-04-16,47.77937070845417,48.236896231863994,47.56377926343582,47.72906494140625,102785600
2019-04-17,47.798547469327275,48.71839803945064,47.5757735866214,48.658512115478516,115627200
2019-04-18,48.65609518362569,48.9028248008432,48.51237121576385,48.83335876464844,96783200
2019-04-22,48.58664246352967,49.0920797475976,48.469264750732734,48.993865966796875,77758000
2019-04-23,48.96989936235323,49.76518591703758,48.84294153906798,49.70050811767578,93292000
2019-04-24,49.6717635822411,49.940051258313886,49.597505647267056,49.62385559082031,70162400
2019-04-25,49.54481635866054,49.767590211237874,49.13519508582494,49.17352294921875,74172800
2019-04-26,49.08249047068796,49.10644629679352,48.41655944258701,48.93876647949219,74596400
2019-04-29,48.962713793993906,49.33879902670251,48.83336184923314,49.01301956176758,88818800
2019-04-30,48.64173836662166,48.72318233939878,47.69554157544958,48.06922912597656,186139600
2019-05-01,50.27541841873172,51.57613857993993,50.11971286557231,50.42872619628906,259309200
2019-05-02,50.265833476877226,50.93895047943028,49.85621592432336,50.100547790527344,127985200
2019-05-03,50.517350508621426,50.7449162014251,50.359250852723804,50.723358154296875,83569600
2019-05-06,48.93636369676356,50.02628788042311,48.747125848417014,49.9400520324707,129772400
2019-05-07,49.31723754540804,49.68613308120218,48.10754163418861,48.593814849853516,155054800
2019-05-08,48.36385375759845,49.18788436696664,48.327923677888684,48.603397369384766,105358000
2019-05-09,48.004543926833236,48.311159493192925,47.108653053779015,48.081199645996094,139634400
2019-05-10,47.47282091670573,47.81668937591435,46.35465492765193,47.41510772705078,164834800
2019-05-13,45.137891635823976,45.56351397580666,43.96922628473015,44.65936279296875,229722400
2019-05-14,44.825288079430855,45.61641996040873,44.58482197139578,45.366336822509766,146118800
2019-05-15,44.791612911422696,46.10936586012153,44.731496397915365,45.9097785949707,106178800
2019-05-16,45.66692301760151,46.28251571508548,45.40962250071928,45.707801818847656,132125600
2019-05-17,44.95033059336452,45.90498139483426,44.90945179277733,45.448097229003906,131516400
2019-05-20,44.13034172783792,44.329929040318554,43.35123020710624,44.026939392089844,154449200
2019-05-21,44.53913110395929,45.20762656494578,44.41408770522743,44.870975494384766,113459200
2019-05-22,44.40446615722558,44.65695626906418,43.89708259372516,43.952388763427734,118994400
2019-05-23,43.23580591564947,43.41374848300139,42.7572770512826,43.20214080810547,146118800
2019-05-24,43.331996683151345,43.798501570942584,42.95205975050922,43.036224365234375,94858800
2019-05-28,43.02419475079899,43.425772702897646,42.781325307449706,42.858272552490234,111792800
2019-05-29,42.42301680966034,43.127584189497185,42.3220215168017,42.653865814208984,113924800
2019-05-30,42.790949822373925,43.098746194820755,42.4831534499271,42.87511444091797,84873600
2019-05-31,42.37734183158862,42.800564536423366,42.07916620142415,42.09840393066406,108174400
2019-06-03,42.225844159173256,42.78372354414095,40.9441595414999,41.67277145385742,161584400
2019-06-04,42.187377304443125,43.24302344010268,41.96614891107454,43.19733428955078,123872000
2019-06-05,44.31308465355018,44.483817168335285,43.558021381967286,43.89467239379883,119093600
2019-06-06,44.02454140054104,44.59925532901227,43.80090598209646,44.53913879394531,90105200
2019-06-07,44.84933197208992,46.15025448218775,44.67138940249549,45.72462844848633,122737600
2019-06-10,46.12380764351111,46.979866476178515,46.078118491898756,46.30896759033203,104883600
2019-06-11,46.85721980793146,47.13135098833969,46.554233872497456,46.84519577026367,107731600
