Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2021-01-04,130.24899784708666,130.33678943220556,123.65460393221329,126.23968505859375,143301900
2021-01-05,125.73242467921783,128.51261072501254,125.2836873079933,127.80048370361328,97664900
2021-01-06,124.59110762597568,127.83953083739338,123.28393117035725,123.49854278564453,155088000
2021-01-07,125.21539510538169,128.40528973786473,124.72764426980214,127.71267700195312,109578200
2021-01-08,129.18569826826229,129.38081053932285,127.03959725138373,128.8150177001953,105158200
2021-01-11,126.02509052127691,126.98107819787433,125.35199184107861,125.82022857666016,100384500
2021-01-12,125.35196931372295,126.51281872631759,123.75214711009855,125.64462280273438,91951100
2021-01-13,125.60562488862021,128.22972749827673,125.34225008105514,127.6834487915039,88636800
2021-01-14,127.59565111508242,127.79074851750292,125.60561890945137,125.751953125,90221800
2021-01-15,125.62511371158065,127.02983860800374,123.88872179377304,124.0252914428711,111598500
2021-01-19,124.64963958844918,125.55686415384314,123.83022151227176,124.69841766357422,90757300
2021-01-20,125.50805053058666,129.2442237752779,125.40074474969568,128.7954864501953,104319500
2021-01-21,130.52216914763383,136.24836106173234,130.31730718048644,133.51695251464844,120150900
2021-01-22,132.94138184988222,136.4239303613806,131.71225496139948,135.6630401611328,114459400
2021-01-25,139.5650353578536,141.53553807458803,133.19499556294772,139.418701171875,157611700
2021-01-26,140.0821010935413,140.76494955524782,137.9067207930604,139.6528778076172,98390600
2021-01-27,139.91623636383397,140.76493317496252,136.97023121686135,138.57980346679688,140843800
2021-01-28,136.1020139559467,138.51150456888308,133.35109176240107,133.73153686523438,142621100
2021-01-29,132.50242137720485,133.39013165524483,127.0201056066314,128.72723388671875,177523800
2021-02-01,130.47334523641737,132.0634176836117,127.7224234481406,130.85379028320312,106239800
2021-02-02,132.4047991222469,132.9705917130423,131.31224233172887,131.6829376220703,83305400
2021-02-03,132.434112108336,132.4438766522119,130.33678930161688,130.65870666503906,89880900
2021-02-04,132.96090698056452,134.03395009949696,131.29279224448268,134.02420043945312,84183100
2021-02-05,134.1854263656403,134.25380579574252,132.72975098520618,133.6090087890625,75693800
2021-02-08,132.89582490515562,133.8044051649672,131.81139905731575,133.75555419921875,71297200
2021-02-09,133.47218176230825,134.70316008517767,132.71993379523988,132.87623596191406,76774200
2021-02-10,133.33545130799016,133.83371027926714,131.3033734097846,132.27056884765625,73046600
2021-02-11,132.76880394646017,133.2475195180307,130.68789013114852,132.0165557861328,64280000
2021-02-12,131.25451909060936,132.40732418293499,130.60972222173942,132.25100708007812,60145100
2021-02-16,132.3682563100343,132.87626454864636,129.7304535690892,130.12124633789062,80576300
2021-02-17,128.22594304718632,129.1735950188555,126.48695621215255,127.82538604736328,97918500
2021-02-18,126.22318421251387,127.00475491652134,124.47443299245604,126.72144317626953,96856700
2021-02-19,127.2392241428884,127.69839634917041,125.83239992851125,126.87773895263672,87668800
2021-02-22,125.06058423119387,126.73119158884104,122.70611563671171,123.0969009399414,103916400
2021-02-23,120.9085302370277,123.79055826756264,115.66225415226057,122.96014404296875,158273000
2021-02-24,122.06131877861505,122.66702888075545,119.41375950475715,122.46186828613281,111039900
2021-02-25,121.80731459672973,123.54630136895392,117.76270273555825,118.20233154296875,148199500
2021-02-26,119.76546069067267,121.97339123226033,118.40748759144725,118.46611022949219,164560400
2021-03-01,120.89873262438095,124.98242344672663,119.96085244148553,124.84564971923828,116307900
2021-03-02,125.45134913838106,125.75420414068698,122.12968597873798,122.23715209960938,102260900
2021-03-03,121.9343272363227,122.81359238107353,119.03275598545011,119.24768829345703,112966300
2021-03-04,118.94481384384885,120.75218734787954,115.88693342791818,117.36213684082031,178155000
2021-03-05,118.19256415106085,119.13044438108311,114.86112866250235,118.62242126464844,153766600
2021-03-08,118.1437131191071,118.21209998624401,113.53246306756205,113.67900848388672,154376600
2021-03-09,116.28749169278657,119.24767787685906,116.05302349253789,118.3000259399414,129525800
2021-03-10,118.88619110081129,119.3551274361463,116.69779669055235,117.21559143066406,111943300
2021-03-11,119.71662459706546,120.37118570913563,118.46611756098815,119.14998626708984,103026500
2021-03-12,117.62593507823823,118.37819067624436,116.41450728444738,118.24141693115234,88105100
2021-03-15,118.61265932269635,121.14298091076107,117.64546402785827,121.13320922851562,92403800
2021-03-16,122.80380564002117,124.28878824765125,121.8463895081631,122.67680358886719,115227900
2021-03-17,121.19183477482309,122.96012916956329,119.52122739044147,121.8854751586914,111932600
2021-03-18,120.04878306750058,120.34187390478134,117.54776908284731,117.7529296875,121229700
2021-03-19,117.13744953418819,118.63219642756981,116.92251724428318,117.22537231445312,185549500
2021-03-22,117.55753401515928,121.0159714098922,117.48914715086833,120.54702758789062,111912300
2021-03-23,120.4884279986942,121.37745734953342,119.32584370167895,119.71662902832031,95467100
2021-03-24,119.99016951544908,120.06832806693622,117.30353080035886,117.32306671142578,88530500
2021-03-25,116.78575085274012,118.85690787694334,116.25819177713335,117.81155395507812,98844700
2021-03-26,117.57708860681974,118.68105774613929,116.18003605408883,118.41727447509766,94071200
2021-03-29,118.8471283250857,119.7557009862055,117.94832734627744,118.5931167602539,80819200
2021-03-30,117.3426041395475,117.62592328414752,116.12140478537988,117.13744354248047,85671900
2021-03-31,118.84713726365028,120.67404695199468,118.35865746187088,119.33561706542969,118323800
2021-04-01,120.81084313863752,121.31885891591153,119.66779459595143,120.16604614257812,75089100
2021-04-05,121.0159873923934,123.253225753395,120.23441673703898,122.99921417236328,88651200
2021-04-06,123.58538215009409,124.20086397868832,122.75496802953083,123.30206298828125,80171300
2021-04-07,122.93084159490705,124.97268380271476,122.25673701261118,124.9531478881836,83466700
2021-04-08,125.9789363401719,127.38576053706136,125.55885087130035,127.35645294189453,88844600
2021-04-09,126.80934062609239,129.97467972929905,126.48694221609573,129.93560791015625,106686700
2021-04-12,129.46672446580473,129.7891230075866,127.62027093176268,128.21621704101562,91420000
2021-04-13,129.38851701920058,131.5573682758643,128.89025813953373,131.33265686035156,91266500
2021-04-14,131.83091652103695,131.88953170552884,128.62649057291716,128.9879608154297,87222800
2021-04-15,130.73670629706913,131.88951116512257,130.56084586376303,131.40103149414062,89347100
2021-04-16,131.20568244452048,131.56715274048923,130.20917943913344,131.06890869140625,84922400
2021-04-19,130.4338725171409,132.34871991709494,130.26779117185836,131.7332305908203,94264200
2021-04-20,131.90908720345354,132.40733122468578,128.77304037969012,130.0430908203125,94812300
2021-04-21,129.3103694680848,130.66834267605557,128.27479470754565,130.42410278320312,68847100
2021-04-22,129.97467079966847,131.059096319802,128.38223712948874,128.9000244140625,84566500
2021-04-23,129.1149534004929,132.0067447760847,129.1149534004929,131.22518920898438,78657500
2021-04-26,131.72343292327406,131.94812940312053,130.48269035616056,131.615966796875,66905100
2021-04-27,131.89928918661894,132.29008190860543,131.020031649781,131.2935791015625,66015800
2021-04-28,131.215434597292,131.9090824360274,130.0137785264441,130.50225830078125,107760100
2021-04-29,133.32563948793228,133.9118210423569,129.39825885060606,130.40452575683594,151101000
2021-04-30,128.74371056977085,130.4826971366181,128.0500777328737,128.43109130859375,109839500
2021-05-03,128.99771110163604,130.9809523749812,128.7925579780875,129.48619079589844,75135100
2021-05-04,128.16733051029044,128.4604213676209,123.7807766012576,124.90428161621094,137564700
2021-05-05,126.22316795915263,127.44436736840763,125.02151191446714,125.14852142333984,84000900
2021-05-06,124.94335888284245,126.76050428037594,124.20086752220477,126.75074005126953,78128300
2021-05-07,128.05227214213332,128.45349448946405,126.71155427190784,127.42595672607422,78973300
2021-05-10,126.64307929080063,126.77028959754912,124.0986641002731,124.13780975341797,88071200
2021-05-11,120.859443088754,123.57021435708376,120.14504795375875,123.2179183959961,126142800
2021-05-12,120.7615847905906,121.97507024694492,119.63617145947643,120.14505004882812,112172300
2021-05-13,121.91635859091211,123.45279014468096,121.60320080499332,122.29801940917969,105861300
2021-05-14,123.55064345219544,125.15557794607483,123.15919437572654,124.72498321533203,81918000
2021-05-17,124.10844907203442,124.21609774874598,122.49372638763057,123.57020568847656,74244600
2021-05-18,123.85400225833865,124.27480867265349,122.11206185786726,122.1805648803711,63342900
2021-05-19,120.52670117025534,122.24906497083362,120.2331125286978,122.02398681640625,92612000
2021-05-20,122.55246784212333,124.98922720446888,122.42524258624925,124.5879898071289,76857100
2021-05-21,125.08706751938557,125.26321922006457,122.53287159267487,122.7481689453125,79295400
2021-05-24,123.31577052336202,125.20450531193676,123.24726749854406,124.38246154785156,63092900
2021-05-25,125.08707232073915,125.5763892558692,123.61914391415893,124.1867446899414,72009500
2021-05-26,124.2454584329989,124.66626487146893,123.71700331494795,124.13780975341797,56575900
2021-05-27,123.73658864679605,124.91092845931593,122.40566621059594,122.60138702392578,94625600
2021-05-28,122.88519022253215,123.11027588262051,121.88700210583085,121.94571685791016,71311100
2021-06-01,122.40565507263037,122.66987889321037,121.29003011236857,121.62275695800781,67637100
2021-06-02,121.6227639113054,122.56223722280126,121.39768573021556,122.3860855102539,59278900
2021-06-03,122.01421513150538,122.1805785667547,120.49735272094428,120.89859008789062,76229200
2021-06-04,121.41725514528493,123.4625726722834,121.20195777757243,123.1983413696289,75169300
2021-06-07,123.47235371969634,123.61914805852969,122.16100788299765,123.2081298828125,71057600
2021-06-08,123.89316056697146,125.71339992147556,123.51149976456149,124.03016662597656,74403800
2021-06-09,124.49012603117782,125.01858120384323,123.81487651061582,124.41183471679688,56877900
2021-06-10,124.30418229225445,125.4491721984384,123.24727944494147,123.41364288330078,71186400
2021-06-11,123.82464615632547,124.71519292427574,123.40383973769605,124.62711334228516,53522400
