Price,Open,High,Low,Close,Volume
Ticker,^KS11,^KS11,^KS11,^KS11,^KS11
Date,,,,,
2021-01-04,2874.5,2946.5400390625,2869.110107421875,2944.449951171875,1026500
2021-01-05,2943.669921875,2990.570068359375,2921.840087890625,2990.570068359375,1519900
2021-01-06,2993.340087890625,3027.159912109375,2961.3701171875,2968.2099609375,1793400
2021-01-07,2980.75,3055.280029296875,2980.75,3031.679931640625,1524700
2021-01-08,3040.110107421875,3161.110107421875,3040.110107421875,3152.179931640625,1297900
2021-01-11,3161.89990234375,3266.22998046875,3096.18994140625,3148.449951171875,1712500
2021-01-12,3145.8701171875,3154.7900390625,3047.56005859375,3125.949951171875,1388600
2021-01-13,3128.260009765625,3164.3701171875,3109.6298828125,3148.2900390625,1578000
2021-01-14,3148.64990234375,3159.030029296875,3128.719970703125,3149.929931640625,1233200
2021-01-15,3153.840087890625,3189.89990234375,3085.89990234375,3085.89990234375,1331100
2021-01-18,3079.89990234375,3079.89990234375,3003.889892578125,3013.929931640625,1472000
2021-01-19,3013.050048828125,3092.659912109375,3013.050048828125,3092.659912109375,1353300
2021-01-20,3115.0400390625,3145.010009765625,3077.14990234375,3114.550048828125,1192700
2021-01-21,3123.27001953125,3163.2099609375,3123.27001953125,3160.840087890625,1360100
2021-01-22,3163.830078125,3185.260009765625,3140.60009765625,3140.6298828125,1111200
2021-01-25,3144.010009765625,3212.219970703125,3142.800048828125,3208.989990234375,1093700
2021-01-26,3203.9599609375,3209.179931640625,3132.669921875,3140.31005859375,873000
2021-01-27,3143.4599609375,3182.530029296875,3118.889892578125,3122.56005859375,924600
2021-01-28,3114.97998046875,3114.97998046875,3046.639892578125,3069.050048828125,1310500
2021-01-29,3078.72998046875,3100.219970703125,2962.699951171875,2976.2099609375,995100
2021-02-01,2976.81005859375,3056.8701171875,2947.239990234375,3056.530029296875,969300
2021-02-02,3065.56005859375,3138.949951171875,3065.56005859375,3096.81005859375,887300
2021-02-03,3108.419921875,3142.260009765625,3091.85009765625,3129.679931640625,901800
